Data;^BVSP;ALPA4
2016-12-19;57111.000000;7.755966
2016-12-16;58389.000000;7.763422
2016-12-15;58396.000000;7.688847
2016-12-14;58212.000000;7.942407
2016-12-13;59281.000000;7.718677
2016-12-12;59179.000000;7.569524
2016-12-09;60501.000000;7.785796
2016-12-08;60677.000000;7.681387
2016-12-07;61414.000000;7.569524
2016-12-06;61088.000000;7.584440
2016-12-05;59832.000000;7.457659
2016-12-02;60316.000000;7.457659
2016-12-01;59507.000000;7.502405
2016-11-30;61906.000000;7.644101
2016-11-29;60987.000000;7.457659
2016-11-28;62855.000000;7.465117
2016-11-25;61559.000000;7.494947
2016-11-24;61396.000000;7.047488
2016-11-23;61986.000000;6.987827
2016-11-22;61954.000000;7.010200
2016-11-21;61070.000000;7.032573
2016-11-18;59962.000000;7.017657
2016-11-17;59770.000000;7.122064
2016-11-16;60759.000000;7.166811
2016-11-14;59657.000000;7.084776
2016-11-11;59184.000000;7.051116
2016-11-10;61201.000000;6.948608
2016-11-09;63258.000000;7.124335
2016-11-08;64158.000000;7.234166
2016-11-07;64052.000000;7.300065
2016-11-04;61598.000000;7.534371
2016-11-03;61750.000000;7.505082
2016-11-01;63326.000000;7.461151
2016-10-31;64925.000000;7.768675
2016-10-28;64308.000000;7.995659
2016-10-27;64250.000000;7.871183
2016-10-26;63826.000000;7.893149
2016-10-25;63866.000000;7.797964
2016-10-24;64060.000000;7.680810
2016-10-21;64108.000000;7.585624
2016-10-20;63838.000000;7.468471
2016-10-19;63506.000000;7.527048
2016-10-18;63782.000000;7.614913
2016-10-17;62696.000000;7.688132
2016-10-14;61767.000000;7.636878
2016-10-13;61119.000000;7.541691
2016-10-11;61022.000000;7.600268
2016-10-10;61668.000000;7.651522
2016-10-07;61109.000000;7.527048
2016-10-06;60644.000000;7.578302
2016-10-05;60254.000000;7.578302
2016-10-04;59339.000000;7.534371
2016-10-03;59461.000000;7.212201
2016-09-30;58367.000000;7.073083
2016-09-29;58351.000000;7.087726
2016-09-28;59356.000000;7.285421
2016-09-27;58382.000000;7.278100
2016-09-26;58054.000000;7.322031
2016-09-23;58697.000000;7.512404
2016-09-22;58994.000000;7.417218
2016-09-21;58394.000000;7.461151
2016-09-20;57736.000000;7.343997
2016-09-19;57350.000000;7.505082
2016-09-16;57080.000000;7.387929
2016-09-15;57909.000000;7.343997
2016-09-14;57059.000000;7.322031
2016-09-13;56821.000000;7.102371
2016-09-12;58586.000000;7.248811
2016-09-09;58000.000000;7.204879
2016-09-08;60232.000000;7.358640
2016-09-06;60129.000000;7.563658
2016-09-05;59566.000000;7.549015
2016-09-02;59616.000000;7.490438
2016-09-01;58236.000000;7.424540
2016-08-31;57901.000000;7.614913
2016-08-30;58575.000000;7.578302
2016-08-29;58610.000000;7.402574
2016-08-26;57716.000000;7.461151
2016-08-25;57722.000000;7.431861
2016-08-24;57718.000000;7.314710
2016-08-23;58020.000000;7.483115
2016-08-22;57781.000000;7.541691
2016-08-19;59099.000000;7.614913
2016-08-18;59166.000000;7.651522
2016-08-17;59324.000000;7.483115
2016-08-16;58855.000000;7.417218
2016-08-15;59146.000000;7.717421
2016-08-12;58298.000000;7.702483
2016-08-11;58300.000000;7.702483
2016-08-10;56920.000000;7.550030
2016-08-09;57689.000000;7.949311
2016-08-08;57635.000000;8.138062
2016-08-05;57661.000000;8.094503
2016-08-04;57594.000000;8.116282
2016-08-03;57077.000000;7.985609
2016-08-02;56162.000000;8.203399
2016-08-01;56756.000000;8.203399
2016-07-29;57308.000000;8.348593
2016-07-28;56667.000000;8.217917
2016-07-27;56853.000000;8.196139
2016-07-26;56783.000000;8.123543
2016-07-25;56873.000000;8.348593
2016-07-22;57002.000000;8.130802
2016-07-21;56641.000000;7.985609
2016-07-20;56578.000000;7.825896
2016-07-19;56698.000000;7.840416
2016-07-18;56484.000000;7.709743
2016-07-15;55578.000000;7.913013
2016-07-14;55481.000000;7.876715
2016-07-13;54598.000000;7.782340
2016-07-12;54256.000000;7.317722
2016-07-11;53960.000000;7.579069
2016-07-08;53141.000000;7.506474
2016-07-07;52015.000000;7.361281
2016-07-06;51902.000000;7.245126
2016-07-05;51842.000000;7.150751
2016-07-04;52569.000000;7.252385
2016-07-01;52233.000000;7.412098
2016-06-30;51527.000000;7.593589
2016-06-29;51002.000000;7.266904
2016-06-28;50007.000000;7.259645
2016-06-27;49246.000000;7.150751
2016-06-24;50105.000000;7.266904
2016-06-23;51560.000000;7.477434
2016-06-22;50156.000000;7.368539
2016-06-21;50838.000000;7.332241
2016-06-20;50329.000000;7.049116
2016-06-17;49534.000000;7.070894
2016-06-16;49412.000000;7.114452
2016-06-15;48915.000000;7.187049
2016-06-14;48648.000000;6.983778
2016-06-13;49661.000000;7.324982
2016-06-10;49422.000000;7.201568
2016-06-09;51118.000000;7.412098
2016-06-08;51629.000000;7.433876
2016-06-07;50488.000000;7.259645
2016-06-06;50432.000000;7.158010
2016-06-03;50619.000000;7.252385
2016-06-02;49887.000000;7.128971
2016-06-01;49013.000000;7.150751
2016-05-31;48472.000000;7.252385
2016-05-30;48964.000000;7.150751
2016-05-27;49051.000000;7.230605
2016-05-25;49483.000000;7.092674
2016-05-24;49345.000000;6.947479
2016-05-23;49330.000000;7.041856
2016-05-20;49723.000000;7.223346
2016-05-19;50133.000000;7.114452
2016-05-18;50562.000000;7.099932
2016-05-17;50839.000000;7.034596
2016-05-16;51803.000000;6.947479
2016-05-13;51804.000000;6.947569
2016-05-12;53241.000000;7.005346
2016-05-11;52764.000000;6.774242
2016-05-10;53071.000000;6.687578
2016-05-09;50990.000000;6.730910
2016-05-06;51718.000000;6.767020
2016-05-05;51671.000000;6.651468
2016-05-04;52553.000000;6.716465
2016-05-03;52260.000000;6.752576
2016-05-02;53562.000000;6.665912
2016-04-29;53911.000000;6.680356
2016-04-28;54312.000000;6.572026
2016-04-27;54478.000000;6.543138
2016-04-26;53083.000000;6.398697
2016-04-25;51862.000000;6.189259
2016-04-22;52908.000000;6.326478
2016-04-20;53631.000000;6.442029
2016-04-19;53710.000000;6.355365
2016-04-18;52894.000000;6.355365
2016-04-15;53228.000000;6.312034
2016-04-14;52411.000000;6.066485
2016-04-13;53150.000000;6.153149
2016-04-12;52002.000000;5.763161
2016-04-11;50165.000000;5.727051
2016-04-08;50293.000000;6.052042
2016-04-07;48513.000000;5.618720
2016-04-06;48096.000000;5.416504
2016-04-05;49054.000000;5.474281
2016-04-04;48780.000000;5.467058
2016-04-01;50562.000000;5.669275
2016-03-31;50055.000000;5.597055
2016-03-30;51249.000000;5.748716
2016-03-29;51155.000000;5.784826
2016-03-28;50838.000000;5.560946
2016-03-24;49657.000000;5.597055
2016-03-23;49690.000000;5.503169
2016-03-22;51010.000000;5.597055
2016-03-21;51172.000000;5.705385
2016-03-18;50815.000000;5.777605
2016-03-17;50914.000000;5.633164
2016-03-16;47763.000000;5.488725
2016-03-15;47130.000000;5.380394
2016-03-14;48867.000000;5.625943
2016-03-11;49639.000000;5.799010
2016-03-10;49571.000000;5.763168
2016-03-09;48665.000000;5.684319
2016-03-08;49102.000000;5.770337
2016-03-07;49246.000000;5.799010
2016-03-04;49085.000000;5.985380
2016-03-03;47193.000000;6.379626
2016-03-02;44893.000000;6.307946
2016-03-01;44122.000000;6.279274
2016-02-29;42794.000000;6.372458
2016-02-26;41593.000000;6.358122
2016-02-25;41888.000000;6.200424
2016-02-24;42085.000000;5.770337
2016-02-23;42521.000000;5.799010
2016-02-22;43235.000000;5.734496
2016-02-19;41543.000000;5.454939
2016-02-18;41478.000000;5.447771
2016-02-17;41631.000000;5.340249
2016-02-16;40948.000000;5.426267
2016-02-15;40093.000000;5.376090
2016-02-12;39808.000000;5.161046
2016-02-11;39318.000000;5.275736
2016-02-10;40377.000000;5.268569
2016-02-05;40592.000000;5.447771
2016-02-04;40822.000000;5.519453
2016-02-03;39589.000000;5.368922
2016-02-02;38596.000000;5.311577
2016-02-01;40570.000000;5.397595
2016-01-29;40406.000000;5.225559
2016-01-28;38630.000000;5.268569
2016-01-27;38376.000000;5.447771
2016-01-26;37497.000000;5.555293
2016-01-22;38031.000000;5.519453
2016-01-21;37717.000000;5.698655
2016-01-20;37645.000000;5.476443
2016-01-19;38057.000000;5.333082
2016-01-18;37937.000000;5.268569
2016-01-15;38569.000000;5.275736
2016-01-14;39500.000000;5.447771
2016-01-13;38944.000000;5.304409
2016-01-12;39514.000000;5.196887
2016-01-11;39950.000000;5.196887
2016-01-08;40612.000000;5.039188
2016-01-07;40695.000000;4.802640
2016-01-06;41773.000000;4.745295
2016-01-05;42419.000000;4.738129
2016-01-04;42141.000000;5.067862
2015-12-30;43350.000000;5.103701
2015-12-29;43654.000000;4.867154
2015-12-28;43764.000000;4.816977
2015-12-23;44015.000000;4.917331
2015-12-22;43470.000000;4.917331
2015-12-21;43200.000000;4.996180
2015-12-18;43911.000000;5.082198
2015-12-17;45261.000000;5.225559
2015-12-16;45016.000000;5.125206
2015-12-15;44872.000000;5.290072
2015-12-14;44747.000000;5.304409
2015-12-11;45263.000000;5.282905
2015-12-10;45631.000000;5.261401
2015-12-09;46108.000000;5.225559
2015-12-08;44443.000000;5.361754
2015-12-07;45223.000000;5.476443
2015-12-04;45361.000000;5.440603
2015-12-03;46393.000000;5.770337
2015-12-02;44915.000000;5.626975
2015-12-01;45047.000000;5.454939
2015-11-30;45120.000000;5.540957
2015-11-27;45873.000000;5.512285
2015-11-26;47146.000000;5.404762
2015-11-25;46867.000000;5.555293
2015-11-24;48284.000000;5.949539
2015-11-23;48150.000000;6.415467
2015-11-19;48139.000000;6.956340
2015-11-18;47436.000000;6.892392
2015-11-17;47248.000000;7.027398
2015-11-16;46847.000000;6.920814
2015-11-13;46517.000000;6.927919
2015-11-12;46884.000000;6.714753
2015-11-11;47065.000000;6.700542
2015-11-10;46179.000000;6.430530
2015-11-09;46195.000000;6.323947
2015-11-06;46919.000000;6.075253
2015-11-05;48047.000000;6.025513
2015-11-04;47710.000000;6.061041
2015-11-03;48054.000000;6.110781
2015-10-30;45869.000000;5.862085
2015-10-29;45628.000000;5.826558
2015-10-28;46741.000000;5.869191
2015-10-27;47043.000000;5.933141
2015-10-26;47209.000000;5.933141
2015-10-23;47597.000000;5.791030
2015-10-22;47772.000000;5.954458
2015-10-21;47026.000000;5.933141
2015-10-20;47077.000000;5.648920
2015-10-19;47447.000000;5.684447
2015-10-16;47236.000000;5.606286
2015-10-15;47161.000000;5.592074
2015-10-14;46710.000000;5.435751
2015-10-13;47363.000000;5.584970
2015-10-09;49338.000000;5.755501
2015-10-08;49107.000000;5.648920
2015-10-07;48914.000000;5.812346
2015-10-06;47735.000000;5.791030
2015-10-05;47598.000000;5.229691
2015-10-02;47033.000000;4.803358
2015-10-01;45313.000000;4.696774
2015-09-30;45059.000000;4.774934
2015-09-29;44132.000000;4.760724
2015-09-28;43957.000000;4.512029
2015-09-25;44831.000000;4.625719
2015-09-24;45292.000000;4.682562
2015-09-23;45340.000000;4.753619
2015-09-22;46265.000000;4.867308
2015-09-21;46590.000000;4.696774
2015-09-18;47264.000000;4.824674
2015-09-17;48551.000000;4.973891
2015-09-16;48553.000000;5.073368
2015-09-15;47364.000000;5.009418
2015-09-14;47282.000000;5.080474
2015-09-11;46401.000000;5.179952
2015-09-10;46504.000000;5.151530
2015-09-09;46657.000000;5.201268
2015-09-08;46762.000000;5.329169
2015-09-04;46498.000000;5.487716
2015-09-03;47366.000000;5.340160
2015-09-02;46464.000000;5.283947
2015-09-01;45477.000000;5.101257
2015-08-31;46626.000000;5.347186
2015-08-28;47154.000000;5.410424
2015-08-27;47715.000000;5.410424
2015-08-26;46038.000000;5.319079
2015-08-25;44545.000000;5.312054
2015-08-24;44336.000000;5.234761
2015-08-21;45720.000000;5.206656
2015-08-20;46649.000000;5.262867
2015-08-19;46588.000000;5.326105
2015-08-18;47451.000000;5.445557
2015-08-17;47217.000000;5.445557
2015-08-14;47508.000000;5.333132
2015-08-13;48010.000000;5.312054
2015-08-12;48388.000000;5.375292
2015-08-11;49072.000000;5.438530
2015-08-10;49353.000000;5.480690
2015-08-07;48577.000000;5.628247
2015-08-06;50011.000000;5.628247
2015-08-05;50287.000000;5.579060
2015-08-04;50058.000000;5.557981
2015-08-03;50138.000000;5.543928
2015-07-31;50865.000000;5.480690
2015-07-30;49897.000000;5.445557
2015-07-29;50245.000000;5.452582
2015-07-28;49602.000000;5.410424
2015-07-27;48736.000000;5.494743
2015-07-24;49246.000000;5.522849
2015-07-23;49807.000000;5.480690
2015-07-22;50916.000000;5.705538
2015-07-21;51474.000000;5.719590
2015-07-20;51600.000000;5.832016
2015-07-17;52342.000000;5.930387
2015-07-16;53070.000000;6.000652
2015-07-15;52902.000000;5.895254
2015-07-14;53239.000000;5.817962
2015-07-13;53119.000000;5.860121
2015-07-10;52591.000000;5.817962
2015-07-08;51782.000000;5.817962
2015-07-07;52344.000000;5.824989
2015-07-06;52149.000000;5.832016
2015-07-03;52519.000000;5.867148
2015-07-02;53106.000000;5.860121
2015-07-01;52758.000000;5.895254
2015-06-30;53081.000000;5.803909
2015-06-29;53014.000000;5.712565
2015-06-26;54017.000000;5.691484
2015-06-25;53176.000000;5.649326
2015-06-24;53843.000000;5.747697
2015-06-23;53772.000000;5.902280
2015-06-22;53864.000000;6.042811
2015-06-19;53749.000000;5.965519
2015-06-18;54239.000000;6.239554
2015-06-17;53249.000000;6.183342
2015-06-16;53702.000000;6.253607
2015-06-15;53138.000000;6.211448
2015-06-12;53348.000000;6.534668
2015-06-11;53689.000000;6.597906
2015-06-10;53876.000000;6.703304
2015-06-09;52816.000000;6.640065
2015-06-08;52810.000000;6.724384
2015-06-05;52973.000000;6.857889
2015-06-03;53523.000000;6.928154
2015-06-02;54236.000000;6.885994
2015-06-01;53031.000000;6.970312
2015-05-29;52760.000000;6.956260
2015-05-28;53976.000000;6.956260
2015-05-27;54236.000000;6.885994
2015-05-26;53630.000000;6.893022
2015-05-25;54609.000000;6.836808
2015-05-22;54377.000000;7.026525
2015-05-21;55112.000000;7.286506
2015-05-20;54901.000000;7.174081
2015-05-19;55499.000000;7.223267
2015-05-18;56204.000000;7.272453
2015-05-15;57249.000000;7.252539
2015-05-14;56657.000000;7.008463
2015-05-13;56372.000000;6.868991
2015-05-12;56792.000000;6.834123
2015-05-11;57197.000000;6.987543
2015-05-08;57149.000000;7.315302
2015-05-07;56921.000000;7.001489
2015-05-06;57103.000000;7.078199
2015-05-05;58052.000000;7.043332
2015-05-04;57354.000000;7.343195
2015-04-30;56229.000000;6.910832
2015-04-29;55325.000000;7.175830
2015-04-28;55812.000000;7.322273
2015-04-27;55535.000000;7.308328
2015-04-24;56594.000000;7.322273
2015-04-23;55685.000000;7.259512
2015-04-22;54617.000000;7.085174
2015-04-20;53761.000000;7.294381
2015-04-17;53955.000000;7.287406
2015-04-16;54674.000000;7.252539
2015-04-15;54919.000000;7.092146
2015-04-14;53982.000000;7.099120
2015-04-13;54240.000000;7.064253
2015-04-10;54214.000000;7.092146
2015-04-09;53803.000000;7.078199
2015-04-08;53661.000000;7.392010
2015-04-07;53729.000000;7.301354
2015-04-06;53737.000000;6.994514
2015-04-02;53123.000000;6.834123
2015-04-01;52322.000000;6.771360
2015-03-31;51150.000000;6.827150
2015-03-30;51243.000000;6.771360
2015-03-27;50095.000000;6.771360
2015-03-26;50580.000000;6.834123
2015-03-25;51858.000000;6.834123
2015-03-24;51506.000000;6.889911
2015-03-23;51908.000000;6.882938
2015-03-20;51967.000000;7.099120
2015-03-19;50954.000000;6.806230
2015-03-18;51526.000000;6.694651
2015-03-17;50285.000000;6.764387
2015-03-16;48848.000000;6.541233
2015-03-13;48596.000000;6.696999
2015-03-12;48880.000000;6.434101
2015-03-11;48906.000000;6.399509
2015-03-10;48293.000000;6.309570
2015-03-09;49181.000000;6.330326
2015-03-06;49981.000000;6.330326
2015-03-05;50365.000000;6.364918
2015-03-04;50468.000000;6.344162
2015-03-03;51304.000000;6.399509
2015-03-02;51021.000000;6.413345
2015-02-27;51583.000000;6.406427
2015-02-26;51761.000000;6.261141
2015-02-25;51811.000000;5.949814
2015-02-24;51874.000000;5.915221
2015-02-23;51281.000000;5.915221
2015-02-20;51238.000000;5.825283
2015-02-19;51294.000000;5.811445
2015-02-18;51280.000000;5.839120
2015-02-13;50636.000000;5.742262
2015-02-12;49533.000000;5.673079
2015-02-11;48240.000000;5.534711
2015-02-10;48510.000000;5.590058
2015-02-09;49383.000000;5.700752
2015-02-06;48792.000000;5.624650
2015-02-05;49234.000000;5.742262
2015-02-04;49301.000000;5.673079
2015-02-03;48964.000000;5.714589
2015-02-02;47651.000000;5.811445
2015-01-30;46908.000000;5.901385
2015-01-29;47762.000000;5.901385
2015-01-28;47695.000000;5.825283
2015-01-27;48591.000000;5.859875
2015-01-26;48577.000000;5.811445
2015-01-23;48775.000000;5.742262
2015-01-22;49443.000000;5.596976
2015-01-21;49224.000000;5.327158
2015-01-20;47877.000000;5.112689
2015-01-19;47758.000000;4.891301
2015-01-16;49017.000000;4.912056
2015-01-15;48026.000000;4.898219
2015-01-14;47646.000000;4.773687
2015-01-13;48042.000000;4.870546
2015-01-12;48140.000000;4.842871
2015-01-09;48840.000000;4.649158
2015-01-08;49943.000000;4.669911
2015-01-07;49463.000000;4.600728
2015-01-06;48001.000000;4.656074
2015-01-05;47517.000000;4.697585
2015-01-02;48512.000000;4.829035
2014-12-30;50007.000000;5.015831
2014-12-29;50594.000000;5.015831
2014-12-26;50145.000000;5.015831
2014-12-23;50890.000000;5.015831
2014-12-22;50121.000000;5.043504
2014-12-19;49651.000000;5.022750
2014-12-18;48496.000000;5.119608
2014-12-17;48714.000000;5.050424
2014-12-16;47008.000000;5.043504
2014-12-15;47019.000000;5.188790
2014-12-12;48002.000000;5.188790
2014-12-11;49861.000000;5.507037
2014-12-10;49548.000000;5.534711
2014-12-09;50193.000000;5.673079
2014-12-08;50274.000000;5.666159
2014-12-05;51992.000000;5.783773
2014-12-04;51427.000000;5.707671
2014-12-03;52320.000000;5.673079
2014-12-02;51612.000000;5.555466
2014-12-01;52276.000000;5.465526
2014-11-28;54664.000000;5.596976
2014-11-27;54721.000000;5.638486
2014-11-26;55098.000000;5.624650
2014-11-25;55561.000000;5.541629
2014-11-24;55407.000000;5.603894
2014-11-21;56084.000000;5.776855
2014-11-19;53403.000000;5.603894
2014-11-18;52062.000000;5.500118
2014-11-17;51257.000000;5.361752
2014-11-14;51772.000000;5.375866
2014-11-13;51846.000000;5.334565
2014-11-12;52979.000000;5.506649
2014-11-11;52474.000000;5.403399
2014-11-10;52725.000000;5.506649
2014-11-07;53223.000000;5.603015
2014-11-06;52637.000000;5.561716
2014-11-05;53698.000000;5.692498
2014-11-04;54384.000000;5.664964
2014-11-03;53947.000000;5.747564
2014-10-31;54629.000000;5.981597
2014-10-30;52337.000000;5.850815
2014-10-29;51049.000000;5.850815
2014-10-28;52330.000000;5.926531
2014-10-27;50504.000000;5.747564
2014-10-24;51941.000000;6.036663
2014-10-23;50713.000000;5.919648
2014-10-22;52411.000000;6.043547
2014-10-21;52432.000000;6.057314
2014-10-20;54303.000000;6.194980
2014-10-17;55724.000000;6.243163
2014-10-16;54298.000000;5.988481
2014-10-15;56135.000000;6.305113
2014-10-14;58015.000000;6.566678
2014-10-13;57957.000000;6.663045
2014-10-10;55312.000000;6.676812
2014-10-09;57268.000000;6.883312
2014-10-08;57058.000000;7.041627
2014-10-07;57436.000000;7.020976
2014-10-06;57116.000000;7.158642
2014-10-03;54540.000000;6.883312
2014-10-02;53519.000000;6.903961
2014-10-01;52858.000000;6.876428
2014-09-30;54116.000000;7.096694
2014-09-29;54625.000000;6.979678
2014-09-26;57212.000000;6.917727
2014-09-25;55962.000000;6.959027
2014-09-24;56824.000000;6.986560
2014-09-23;56541.000000;6.986560
2014-09-22;56818.000000;7.089810
2014-09-19;57789.000000;7.117343
2014-09-18;58374.000000;6.959027
2014-09-17;59108.000000;7.117343
2014-09-16;59115.000000;7.268776
2014-09-15;57949.000000;7.378910
2014-09-12;56928.000000;7.330726
2014-09-11;58337.000000;7.475275
2014-09-10;58199.000000;7.406442
2014-09-09;58676.000000;7.502809
2014-09-08;59193.000000;7.743725
2014-09-05;60681.000000;7.736842
2014-09-04;60800.000000;7.778140
2014-09-03;61837.000000;7.902039
2014-09-02;61896.000000;7.929574
2014-09-01;61141.000000;7.778140
2014-08-29;61288.000000;7.537227
2014-08-28;60291.000000;7.571640
2014-08-27;60951.000000;7.475275
2014-08-26;59821.000000;7.137993
2014-08-25;59735.000000;7.165525
2014-08-22;58407.000000;7.275660
2014-08-21;58992.000000;7.248126
2014-08-20;58878.000000;7.165525
2014-08-19;58449.000000;7.255011
2014-08-18;57561.000000;7.144877
2014-08-15;56964.000000;7.311352
2014-08-14;55780.000000;7.338711
2014-08-13;55581.000000;7.256638
2014-08-12;56442.000000;7.174565
2014-08-11;56613.000000;7.058295
2014-08-08;55573.000000;6.668447
2014-08-07;56188.000000;6.805236
2014-08-06;56487.000000;6.900987
2014-08-05;56202.000000;6.976220
2014-08-04;56616.000000;7.174565
2014-08-01;55903.000000;7.195084
2014-07-31;55829.000000;7.263479
2014-07-30;56878.000000;7.352391
2014-07-29;57119.000000;7.304512
2014-07-28;57696.000000;7.420783
2014-07-25;57821.000000;7.625967
2014-07-24;57978.000000;7.660163
2014-07-23;57420.000000;7.619129
2014-07-22;57983.000000;7.660163
2014-07-21;57634.000000;7.625967
2014-07-18;57013.000000;7.694362
2014-07-17;55638.000000;7.625967
2014-07-16;55717.000000;7.694362
2014-07-15;55974.000000;7.933742
2014-07-14;55744.000000;7.906384
2014-07-11;54786.000000;7.755915
2014-07-10;54593.000000;7.673843
2014-07-08;53635.000000;7.708040
2014-07-07;53802.000000;7.708040
2014-07-04;54055.000000;7.783272
2014-07-03;53875.000000;7.728557
2014-07-02;53029.000000;7.653323
2014-07-01;53171.000000;7.783272
2014-06-30;53168.000000;7.865347
2014-06-27;53157.000000;7.899544
2014-06-26;53506.000000;7.961100
2014-06-25;53426.000000;7.844831
2014-06-24;54281.000000;8.125245
2014-06-23;54210.000000;7.913222
2014-06-20;54638.000000;8.138927
2014-06-18;55203.000000;8.104724
2014-06-17;54300.000000;8.097889
2014-06-16;54630.000000;8.193640
2014-06-13;54807.000000;8.070530
2014-06-11;55102.000000;8.234675
2014-06-10;54604.000000;8.179959
2014-06-09;54273.000000;8.138927
2014-06-06;53129.000000;8.043173
2014-06-05;51559.000000;7.933742
2014-06-04;51833.000000;8.002134
2014-06-03;52032.000000;8.097889
2014-06-02;51606.000000;8.091048
2014-05-30;51239.000000;8.104724
2014-05-29;52239.000000;8.193640
2014-05-28;52640.000000;8.241516
2014-05-27;52172.000000;8.179959
2014-05-26;52932.000000;8.207318
2014-05-23;52626.000000;8.125245
2014-05-22;52806.000000;8.125245
2014-05-21;52203.000000;8.097889
2014-05-20;52366.000000;8.248354
2014-05-19;53353.000000;8.050013
2014-05-16;53976.000000;8.052404
2014-05-15;53856.000000;7.984394
2014-05-14;54413.000000;7.821168
2014-05-13;53907.000000;7.875575
2014-05-12;54053.000000;8.004797
2014-05-09;53100.000000;7.984394
2014-05-08;53422.000000;7.868775
2014-05-07;54053.000000;7.596737
2014-05-06;53780.000000;7.501521
2014-05-05;53446.000000;7.481116
2014-05-02;52980.000000;7.481116
2014-04-30;51626.000000;7.481116
2014-04-29;51839.000000;7.549129
2014-04-28;51384.000000;7.372302
2014-04-25;51399.000000;7.549129
2014-04-24;51817.000000;7.583133
2014-04-23;51570.000000;7.635688
2014-04-22;51977.000000;7.629508
2014-04-17;52112.000000;7.635688
2014-04-16;51201.000000;7.666597
2014-04-15;50454.000000;7.666597
2014-04-14;51596.000000;7.882998
2014-04-11;51867.000000;7.876810
2014-04-10;51127.000000;7.858267
2014-04-09;51185.000000;7.882998
2014-04-08;51629.000000;7.944818
2014-04-07;52155.000000;8.037568
2014-04-04;51082.000000;7.920089
2014-04-03;51408.000000;7.957188
2014-04-02;51701.000000;8.037568
2014-04-01;50270.000000;8.031381
2014-03-31;50415.000000;7.790257
2014-03-28;49768.000000;7.784070
2014-03-27;49647.000000;7.666597
2014-03-26;47966.000000;7.542946
2014-03-25;48180.000000;7.561498
2014-03-24;47993.000000;7.728426
2014-03-21;47381.000000;7.562476
2014-03-20;47278.000000;7.648484
2014-03-19;46567.000000;7.544044
2014-03-18;46150.000000;7.470327
2014-03-17;45118.000000;7.494897
2014-03-14;44966.000000;7.556326
2014-03-13;45444.000000;7.494897
2014-03-12;45862.000000;7.697629
2014-03-11;45698.000000;7.507182
2014-03-10;45533.000000;7.537903
2014-03-07;46244.000000;7.943367
2014-03-06;47093.000000;8.293530
2014-03-05;46589.000000;8.170668
2014-02-28;47094.000000;7.881931
2014-02-27;47607.000000;7.679198
2014-02-26;46599.000000;7.562476
2014-02-25;46716.000000;7.470327
2014-02-24;47393.000000;7.587049
2014-02-21;47380.000000;7.562476
2014-02-20;47289.000000;7.611621
2014-02-19;47151.000000;7.716062
2014-02-18;46600.000000;7.679198
2014-02-17;47576.000000;7.679198
2014-02-14;48201.000000;7.771348
2014-02-13;47813.000000;7.679198
2014-02-12;48217.000000;7.740633
2014-02-11;48463.000000;7.556326
2014-02-10;47711.000000;7.372027
2014-02-07;48074.000000;7.494897
2014-02-06;47738.000000;7.464177
2014-02-05;46624.000000;7.537903
2014-02-04;46964.000000;7.740633
2014-02-03;46148.000000;7.630054
2014-01-31;47639.000000;7.740633
2014-01-30;47244.000000;7.771348
2014-01-29;47557.000000;7.771348
2014-01-28;47841.000000;7.900360
2014-01-27;47701.000000;7.771348
2014-01-24;47787.000000;7.814351
2014-01-23;48321.000000;7.924932
2014-01-22;49300.000000;8.139944
2014-01-21;48542.000000;7.924932
2014-01-20;48708.000000;8.047796
2014-01-17;49182.000000;8.047796
2014-01-16;49696.000000;7.986368
2014-01-15;50105.000000;8.121522
2014-01-14;49703.000000;8.017081
2014-01-13;49427.000000;7.795920
2014-01-10;49696.000000;7.894209
2014-01-09;49322.000000;7.924932
2014-01-08;50577.000000;8.146094
2014-01-07;50430.000000;8.133803
2014-01-06;50974.000000;8.385682
2014-01-03;50981.000000;8.508527
2014-01-02;50341.000000;8.600686
2013-12-30;51507.000000;9.092140
2013-12-27;51267.000000;8.999981
2013-12-26;51221.000000;8.852576
2013-12-23;51356.000000;8.778835
2013-12-20;51186.000000;8.637515
2013-12-19;50819.000000;8.723591
2013-12-18;50563.000000;8.785001
2013-12-17;50090.000000;8.711258
2013-12-16;50280.000000;8.631432
2013-12-13;50051.000000;8.748173
2013-12-12;50122.000000;8.656015
2013-12-11;50068.000000;8.827996
2013-12-10;50993.000000;8.785001
2013-12-09;51165.000000;8.791168
2013-12-06;50944.000000;8.907907
2013-12-05;50788.000000;8.846413
2013-12-04;50216.000000;8.969318
2013-12-03;50349.000000;9.141301
2013-12-02;51245.000000;9.251872
2013-11-29;52482.000000;9.251872
2013-11-28;51847.000000;9.190463
2013-11-27;51861.000000;9.129054
2013-11-26;51447.000000;9.122886
2013-11-25;52264.000000;9.092140
2013-11-22;52801.000000;9.153633
2013-11-21;52688.000000;9.215041
2013-11-19;53033.000000;9.122886
2013-11-18;54307.000000;9.153633
2013-11-14;53452.000000;9.055309
2013-11-13;52230.000000;9.061475
2013-11-12;51804.000000;9.135219
2013-11-11;52624.000000;9.356362
2013-11-08;52249.000000;9.430024
2013-11-07;52741.000000;9.460770
2013-11-06;53385.000000;9.522182
2013-11-05;53832.000000;9.675750
2013-11-04;54437.000000;9.583678
2013-11-01;54013.000000;9.466939
2013-10-31;54256.000000;9.522182
2013-10-30;54173.000000;9.522182
2013-10-29;54539.000000;9.497601
